TC,TC,TC,msTime
84,0,0,1579748374083
84,0,0,1579748374103
84,0,0,1579748374123
84,0,0,1579748374143
84,0,0,1579748374163
84,0,0,1579748374183
84,0,0,1579748374203
84,0,0,1579748374223
84,0,0,1579748374243
84,0,0,1579748374263
84,0,0,1579748374283
84,0,0,1579748374303
84,0,0,1579748374323
84,0,0,1579748374343
84,0,0,1579748374363
83,0,0,1579748374383
83,0,0,1579748374403
83,0,0,1579748374423
83,0,0,1579748374443
83,0,0,1579748374463
83,0,0,1579748374483
83,0,0,1579748374503
83,0,0,1579748374523
83,0,0,1579748374543
83,0,0,1579748374563
83,0,0,1579748374583
84,0,0,1579748374603
84,0,0,1579748374623
84,0,0,1579748374643
84,0,0,1579748374663
84,0,0,1579748374683
84,0,0,1579748374703
84,0,0,1579748374723
84,0,0,1579748374743
84,0,0,1579748374763
84,0,0,1579748374783
84,0,0,1579748374803
84,0,0,1579748374823
84,0,0,1579748374843
84,0,0,1579748374863
84,0,0,1579748374883
84,0,0,1579748374903
84,0,0,1579748374923
84,0,0,1579748374943
84,0,0,1579748374963
84,0,0,1579748374983
84,0,0,1579748375003
84,0,0,1579748375023
84,0,0,1579748375043
84,0,0,1579748375063
84,0,0,1579748375083
84,0,0,1579748375103
84,0,0,1579748375123
84,0,0,1579748375143
84,0,0,1579748375163
84,0,0,1579748375183
84,0,0,1579748375203
84,0,0,1579748375223
83,0,0,1579748375244
83,0,0,1579748375264
83,0,0,1579748375284
83,0,0,1579748375304
83,0,0,1579748375324
84,0,0,1579748375344
84,0,0,1579748375364
84,0,0,1579748375384
84,0,0,1579748375404
84,0,0,1579748375424
84,0,0,1579748375444
84,0,0,1579748375464
84,0,0,1579748375484
84,0,0,1579748375504
84,0,0,1579748375524
84,0,0,1579748375544
84,0,0,1579748375564
84,0,0,1579748375584
84,0,0,1579748375604
84,0,0,1579748375624
84,0,0,1579748375644
83,0,0,1579748375664
83,0,0,1579748375684
83,0,0,1579748375704
83,0,0,1579748375724
83,0,0,1579748375744
84,0,0,1579748375764
84,0,0,1579748375784
84,0,0,1579748375804
84,0,0,1579748375824
84,0,0,1579748375844
84,0,0,1579748375864
83,0,0,1579748375884
83,0,0,1579748375904
83,0,0,1579748375924
83,0,0,1579748375944
83,0,0,1579748375964
83,0,0,1579748375984
83,0,0,1579748376004
83,0,0,1579748376024
83,0,0,1579748376044
83,0,0,1579748376064
83,0,0,1579748376084
83,0,0,1579748376104
83,0,0,1579748376124
83,0,0,1579748376144
83,0,0,1579748376164
83,0,0,1579748376184
83,0,0,1579748376204
83,0,0,1579748376224
83,0,0,1579748376244
83,0,0,1579748376264
83,0,0,1579748376284
84,0,0,1579748376304
84,0,0,1579748376324
84,0,0,1579748376344
84,0,0,1579748376364
84,0,0,1579748376384
83,0,0,1579748376404
83,0,0,1579748376424
83,0,0,1579748376444
83,0,0,1579748376464
83,0,0,1579748376484
84,0,0,1579748376504
84,0,0,1579748376524
84,0,0,1579748376544
84,0,0,1579748376564
84,0,0,1579748376584
84,0,0,1579748376604
84,0,0,1579748376624
84,0,0,1579748376644
84,0,0,1579748376664
84,0,0,1579748376684
84,0,0,1579748376704
84,0,0,1579748376724
84,0,0,1579748376744
84,0,0,1579748376764
84,0,0,1579748376784
84,0,0,1579748376804
83,0,0,1579748376824
83,0,0,1579748376844
83,0,0,1579748376864
83,0,0,1579748376884
83,0,0,1579748376904
83,0,0,1579748376924
83,0,0,1579748376944
83,0,0,1579748376964
83,0,0,1579748376984
83,0,0,1579748377004
83,0,0,1579748377024
83,0,0,1579748377044
83,0,0,1579748377064
83,0,0,1579748377084
83,0,0,1579748377104
83,0,0,1579748377124
83,0,0,1579748377144
83,0,0,1579748377164
83,0,0,1579748377184
83,0,0,1579748377204
83,0,0,1579748377224
83,0,0,1579748377244
84,0,0,1579748377264
84,0,0,1579748377284
84,0,0,1579748377304
84,0,0,1579748377324
84,0,0,1579748377344
83,0,0,1579748377364
83,0,0,1579748377384
83,0,0,1579748377404
83,0,0,1579748377424
83,0,0,1579748377444
